
Attaching file multidimfit.root as _file0...
(TFile *) 0x2286fe0

  RooFitResult: minimized FCN value: -6.28908, estimated distance to minimum: 3.02039e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
      prop_binY18_bin0    8.0824e-01 +/-  1.66e-01
      prop_binY18_bin1   -2.0373e-01 +/-  1.67e-01
     prop_binY18_bin10   -2.6908e-01 +/-  1.68e-01
     prop_binY18_bin11    1.1461e-01 +/-  1.68e-01
     prop_binY18_bin12   -1.3526e-01 +/-  1.68e-01
     prop_binY18_bin13    1.0570e-01 +/-  1.68e-01
     prop_binY18_bin14    1.8530e-02 +/-  1.68e-01
     prop_binY18_bin15   -1.6764e-01 +/-  1.67e-01
  prop_binY18_bin16_LQint    0.0000e+00 +/-  1.68e-01
  prop_binY18_bin16_LQpure    0.0000e+00 +/-  1.68e-01
  prop_binY18_bin16_alpha   -7.9414e-04 +/-  1.68e-01
  prop_binY18_bin16_bk    5.9965e+00 +/-  1.33e+00
  prop_binY18_bin16_dy_gg    6.9800e+00 +/-  1.91e+00
  prop_binY18_bin16_fmn    3.4401e-02 +/-  1.68e-01
  prop_binY18_bin16_fpl   -6.3063e-02 +/-  1.68e-01
  prop_binY18_bin16_gam    2.7870e+01 +/-  3.97e+00
     prop_binY18_bin17   -2.8034e-01 +/-  1.68e-01
     prop_binY18_bin18   -3.7204e-02 +/-  1.68e-01
     prop_binY18_bin19    4.5303e-02 +/-  1.68e-01
      prop_binY18_bin2    2.8278e-01 +/-  1.68e-01
     prop_binY18_bin20    3.9379e-03 +/-  1.68e-01
     prop_binY18_bin21    2.7509e-02 +/-  1.68e-01
     prop_binY18_bin22    1.0676e-01 +/-  1.68e-01
     prop_binY18_bin23    3.2335e-01 +/-  1.66e-01
  prop_binY18_bin24_LQint    0.0000e+00 +/-  1.68e-01
  prop_binY18_bin24_LQpure    1.0000e+00 +/-  6.79e-01
  prop_binY18_bin24_alpha    1.9002e+01 +/-  3.26e+00
  prop_binY18_bin24_dy_gg    2.0079e+00 +/-  9.79e-01
  prop_binY18_bin24_fmn    1.7904e+01 +/-  3.12e+00
  prop_binY18_bin24_fpl    1.8158e+01 +/-  3.11e+00
  prop_binY18_bin24_gam    2.0156e+00 +/-  9.80e-01
     prop_binY18_bin25    7.3870e-02 +/-  1.68e-01
     prop_binY18_bin26    7.3644e-02 +/-  1.68e-01
     prop_binY18_bin27   -1.9602e-03 +/-  1.68e-01
     prop_binY18_bin28    3.9346e-03 +/-  1.68e-01
     prop_binY18_bin29   -6.9753e-02 +/-  1.68e-01
      prop_binY18_bin3   -1.7249e-01 +/-  1.68e-01
     prop_binY18_bin30   -3.1320e-02 +/-  1.68e-01
  prop_binY18_bin31_LQint    0.0000e+00 +/-  1.68e-01
  prop_binY18_bin31_LQpure    1.0000e+00 +/-  6.79e-01
  prop_binY18_bin31_alpha    1.8999e+01 +/-  3.26e+00
  prop_binY18_bin31_dy_gg    1.9964e+00 +/-  9.75e-01
  prop_binY18_bin31_fmn    1.8020e+01 +/-  3.17e+00
  prop_binY18_bin31_fpl    1.7847e+01 +/-  3.07e+00
  prop_binY18_bin31_gam    1.9930e+00 +/-  9.73e-01
     prop_binY18_bin32    1.7400e-01 +/-  1.67e-01
     prop_binY18_bin33   -2.3247e-01 +/-  1.68e-01
     prop_binY18_bin34    2.6542e-02 +/-  1.68e-01
     prop_binY18_bin35   -1.8761e-01 +/-  1.68e-01
     prop_binY18_bin36    9.7091e-02 +/-  1.68e-01
     prop_binY18_bin37   -6.5346e-03 +/-  1.68e-01
     prop_binY18_bin38    9.6472e-02 +/-  1.68e-01
     prop_binY18_bin39   -9.5490e-02 +/-  1.67e-01
      prop_binY18_bin4    1.4584e-01 +/-  1.68e-01
     prop_binY18_bin40   -2.0002e-01 +/-  1.68e-01
     prop_binY18_bin41    1.1823e-01 +/-  1.68e-01
     prop_binY18_bin42    3.6405e-02 +/-  1.68e-01
     prop_binY18_bin43   -3.7526e-02 +/-  1.68e-01
     prop_binY18_bin44    5.4464e-02 +/-  1.68e-01
     prop_binY18_bin45   -1.1218e-02 +/-  1.68e-01
     prop_binY18_bin46   -4.3683e-02 +/-  1.68e-01
     prop_binY18_bin47    1.4550e-01 +/-  1.68e-01
     prop_binY18_bin48    8.8775e-02 +/-  1.68e-01
     prop_binY18_bin49    7.2592e-02 +/-  1.68e-01
      prop_binY18_bin5   -2.5916e-01 +/-  1.68e-01
     prop_binY18_bin50    1.1514e-02 +/-  1.68e-01
     prop_binY18_bin51    6.8027e-03 +/-  1.68e-01
     prop_binY18_bin52    3.1287e-03 +/-  1.68e-01
     prop_binY18_bin53    2.6538e-03 +/-  1.68e-01
     prop_binY18_bin54   -1.8602e-02 +/-  1.68e-01
     prop_binY18_bin55   -4.9218e-02 +/-  1.68e-01
  prop_binY18_bin56_LQint    4.0000e+00 +/-  1.41e+00
  prop_binY18_bin56_LQpure    4.0000e+00 +/-  1.41e+00
  prop_binY18_bin56_alpha    1.8000e+01 +/-  3.17e+00
  prop_binY18_bin56_dy_gg    2.0015e+00 +/-  9.77e-01
  prop_binY18_bin56_fmn    1.7980e+01 +/-  3.15e+00
  prop_binY18_bin56_fpl    1.8028e+01 +/-  3.14e+00
     prop_binY18_bin57   -2.6309e-02 +/-  1.68e-01
     prop_binY18_bin58    4.2551e-02 +/-  1.68e-01
     prop_binY18_bin59    1.9900e-02 +/-  1.68e-01
      prop_binY18_bin6    2.2600e-01 +/-  1.67e-01
     prop_binY18_bin60   -1.9535e-02 +/-  1.68e-01
     prop_binY18_bin61   -1.8357e-02 +/-  1.68e-01
     prop_binY18_bin62    1.6300e-02 +/-  1.68e-01
  prop_binY18_bin63_LQint    4.0000e+00 +/-  1.41e+00
  prop_binY18_bin63_LQpure    4.0000e+00 +/-  1.41e+00
  prop_binY18_bin63_alpha    1.8000e+01 +/-  3.17e+00
  prop_binY18_bin63_dy_gg    1.9999e+00 +/-  9.76e-01
  prop_binY18_bin63_fmn    1.8001e+01 +/-  3.17e+00
  prop_binY18_bin63_fpl    1.7994e+01 +/-  3.14e+00
     prop_binY18_bin64    9.8224e-02 +/-  1.68e-01
     prop_binY18_bin65   -8.4707e-02 +/-  1.68e-01
     prop_binY18_bin66    9.6737e-03 +/-  1.68e-01
     prop_binY18_bin67   -5.6137e-03 +/-  1.68e-01
     prop_binY18_bin68    1.1160e-02 +/-  1.68e-01
     prop_binY18_bin69    3.2160e-03 +/-  1.68e-01
      prop_binY18_bin7   -7.0114e-01 +/-  1.66e-01
     prop_binY18_bin70    8.7986e-02 +/-  1.68e-01
     prop_binY18_bin71   -1.1221e-01 +/-  1.68e-01
     prop_binY18_bin72   -2.2989e-02 +/-  1.68e-01
  prop_binY18_bin73_LQint    0.0000e+00 +/-  1.68e-01
  prop_binY18_bin73_LQpure    0.0000e+00 +/-  1.68e-01
  prop_binY18_bin73_alpha   -3.1421e-04 +/-  1.68e-01
  prop_binY18_bin73_bk    1.8866e+00 +/-  9.13e-01
  prop_binY18_bin73_dy_gg    1.7993e+01 +/-  3.16e+00
  prop_binY18_bin73_fmn    7.7798e-03 +/-  1.68e-01
  prop_binY18_bin73_fpl   -1.3759e-02 +/-  1.68e-01
  prop_binY18_bin73_gam    1.9874e+00 +/-  9.72e-01
     prop_binY18_bin74    1.8161e-03 +/-  1.68e-01
     prop_binY18_bin75   -9.4023e-02 +/-  1.68e-01
     prop_binY18_bin76    8.2134e-02 +/-  1.68e-01
     prop_binY18_bin77    6.1962e-03 +/-  1.68e-01
     prop_binY18_bin78    4.7665e-02 +/-  1.68e-01
     prop_binY18_bin79    1.5554e-02 +/-  1.68e-01
      prop_binY18_bin8    3.5246e-01 +/-  1.66e-01
  prop_binY18_bin80_LQint    0.0000e+00 +/-  1.68e-01
  prop_binY18_bin80_LQpure    0.0000e+00 +/-  1.68e-01
  prop_binY18_bin80_alpha   -1.8111e-04 +/-  1.68e-01
  prop_binY18_bin80_bk    1.9354e+00 +/-  9.45e-01
  prop_binY18_bin80_dy_gg    3.9967e+00 +/-  1.41e+00
  prop_binY18_bin80_fmn    1.0244e-02 +/-  1.68e-01
  prop_binY18_bin80_fpl   -1.3928e-02 +/-  1.68e-01
  prop_binY18_bin80_gam    1.9611e+00 +/-  9.60e-01
  prop_binY18_bin81_LQint    0.0000e+00 +/-  1.68e-01
  prop_binY18_bin81_LQpure    0.0000e+00 +/-  1.68e-01
  prop_binY18_bin81_alpha   -2.1900e-04 +/-  1.68e-01
  prop_binY18_bin81_bk    1.9473e+00 +/-  9.42e-01
  prop_binY18_bin81_dy_gg    2.2994e+01 +/-  3.60e+00
  prop_binY18_bin81_fmn    5.6067e-03 +/-  1.68e-01
  prop_binY18_bin81_fpl   -8.5335e-03 +/-  1.68e-01
  prop_binY18_bin81_gam    1.9912e+00 +/-  9.73e-01
     prop_binY18_bin82    3.6350e-03 +/-  1.68e-01
     prop_binY18_bin83    7.5384e-03 +/-  1.68e-01
     prop_binY18_bin84   -3.0894e-03 +/-  1.68e-01
     prop_binY18_bin85    7.2263e-04 +/-  1.68e-01
     prop_binY18_bin86    2.1569e-02 +/-  1.68e-01
     prop_binY18_bin87    1.7266e-02 +/-  1.68e-01
  prop_binY18_bin88_LQint    2.0000e+00 +/-  9.76e-01
  prop_binY18_bin88_LQpure    2.0000e+00 +/-  9.76e-01
  prop_binY18_bin88_alpha    3.0002e+00 +/-  1.21e+00
  prop_binY18_bin88_fmn    2.9915e+00 +/-  1.20e+00
  prop_binY18_bin88_fpl    3.0114e+00 +/-  1.21e+00
     prop_binY18_bin89   -2.9706e-03 +/-  1.68e-01
      prop_binY18_bin9   -4.3971e-01 +/-  1.68e-01
     prop_binY18_bin90    1.0954e-02 +/-  1.68e-01
     prop_binY18_bin91   -5.2622e-03 +/-  1.68e-01
     prop_binY18_bin92    3.6544e-03 +/-  1.68e-01
     prop_binY18_bin93   -4.3370e-03 +/-  1.68e-01
     prop_binY18_bin94    2.8519e-03 +/-  1.68e-01
  prop_binY18_bin95_LQint    2.0000e+00 +/-  9.76e-01
  prop_binY18_bin95_LQpure    2.0000e+00 +/-  9.76e-01
  prop_binY18_bin95_alpha    3.0000e+00 +/-  1.21e+00
  prop_binY18_bin95_fmn    3.0004e+00 +/-  1.21e+00
  prop_binY18_bin95_fpl    2.9964e+00 +/-  1.21e+00
              ptrw1b16    0.0000e+00 +/-  1.68e-01
              ptrw1b17    0.0000e+00 +/-  1.68e-01
              ptrw1b18    0.0000e+00 +/-  1.68e-01
              ptrw2b16    0.0000e+00 +/-  1.68e-01
              ptrw2b17    0.0000e+00 +/-  1.68e-01
              ptrw2b18    0.0000e+00 +/-  1.68e-01
              ptrw3b16    0.0000e+00 +/-  1.68e-01
              ptrw3b17    0.0000e+00 +/-  1.68e-01
              ptrw3b18    0.0000e+00 +/-  1.68e-01
              ptrw4b16    0.0000e+00 +/-  1.68e-01
              ptrw4b17    0.0000e+00 +/-  1.68e-01
              ptrw4b18    0.0000e+00 +/-  1.68e-01
              ptrw5b16    0.0000e+00 +/-  1.68e-01
              ptrw5b17    0.0000e+00 +/-  1.68e-01
              ptrw5b18    0.0000e+00 +/-  1.68e-01
              ptrw6b16    0.0000e+00 +/-  1.68e-01
              ptrw6b17    0.0000e+00 +/-  1.68e-01
              ptrw6b18    0.0000e+00 +/-  1.68e-01
              ptrw7b16    0.0000e+00 +/-  1.68e-01
              ptrw7b17    0.0000e+00 +/-  1.68e-01
              ptrw7b18    0.0000e+00 +/-  1.68e-01
                   yLQ    0.0000e+00 +/-  7.48e+00

