
Attaching file multidimfit.root as _file0...
(TFile *) 0x2d98b00

  RooFitResult: minimized FCN value: -6.28915, estimated distance to minimum: 3.01576e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  prop_binY16_bin48_bk    5.8673e+00 +/-  1.71e+00
  prop_binY16_bin48_dy_gg    1.0989e+01 +/-  2.45e+00
  prop_binY16_bin48_fmn    1.2330e-02 +/-  1.71e-01
  prop_binY16_bin48_fpl   -2.0289e-02 +/-  1.71e-01
  prop_binY16_bin48_gam    6.9837e+00 +/-  1.92e+00
     prop_binY16_bin49    3.6795e-02 +/-  1.71e-01
      prop_binY16_bin5    1.2289e-02 +/-  1.70e-01
     prop_binY16_bin50   -2.2472e-02 +/-  1.71e-01
     prop_binY16_bin51   -2.1599e-02 +/-  1.71e-01
     prop_binY16_bin52    1.6226e-02 +/-  1.71e-01
     prop_binY16_bin53    5.1043e-04 +/-  1.71e-01
     prop_binY16_bin54   -8.1845e-03 +/-  1.71e-01
     prop_binY16_bin55    3.2661e-02 +/-  1.71e-01
  prop_binY16_bin56_LQint    0.0000e+00 +/-  1.71e-01
  prop_binY16_bin56_LQpure    0.0000e+00 +/-  1.71e-01
  prop_binY16_bin56_alpha    2.9998e+00 +/-  1.22e+00
  prop_binY16_bin56_dy_gg   -6.3372e-03 +/-  1.71e-01
  prop_binY16_bin56_fmn    5.9548e-03 +/-  1.71e-01
  prop_binY16_bin56_fpl   -2.5011e-02 +/-  1.71e-01
     prop_binY16_bin57    1.5634e-02 +/-  1.71e-01
     prop_binY16_bin58   -7.4669e-03 +/-  1.71e-01
     prop_binY16_bin59   -2.0492e-03 +/-  1.71e-01
      prop_binY16_bin6   -5.4052e-02 +/-  1.70e-01
     prop_binY16_bin60   -5.7271e-03 +/-  1.71e-01
     prop_binY16_bin61   -1.3406e-03 +/-  1.71e-01
     prop_binY16_bin62   -2.1540e-03 +/-  1.71e-01
  prop_binY16_bin63_LQint    0.0000e+00 +/-  1.71e-01
  prop_binY16_bin63_LQpure    0.0000e+00 +/-  1.71e-01
  prop_binY16_bin63_alpha    2.9995e+00 +/-  1.22e+00
  prop_binY16_bin63_dy_gg   -1.4935e-02 +/-  1.71e-01
  prop_binY16_bin63_fmn    1.6888e-02 +/-  1.71e-01
  prop_binY16_bin63_fpl   -4.8953e-02 +/-  1.71e-01
     prop_binY16_bin64    2.2334e-02 +/-  1.71e-01
     prop_binY16_bin65   -4.6358e-03 +/-  1.71e-01
     prop_binY16_bin66   -4.9627e-03 +/-  1.71e-01
     prop_binY16_bin67    1.0974e-02 +/-  1.71e-01
     prop_binY16_bin68   -9.8203e-03 +/-  1.71e-01
     prop_binY16_bin69   -2.3306e-03 +/-  1.71e-01
      prop_binY16_bin7    3.0398e-01 +/-  1.70e-01
     prop_binY16_bin70    8.5852e-03 +/-  1.71e-01
     prop_binY16_bin71   -2.5721e-03 +/-  1.71e-01
  prop_binY16_bin72_LQint    0.0000e+00 +/-  1.71e-01
  prop_binY16_bin72_LQpure    0.0000e+00 +/-  1.71e-01
  prop_binY16_bin72_alpha   -2.2521e-04 +/-  1.71e-01
  prop_binY16_bin72_bk    2.8413e+00 +/-  1.15e+00
  prop_binY16_bin72_dy_gg    9.9921e-01 +/-  6.83e-01
  prop_binY16_bin72_fmn    1.2669e-02 +/-  1.71e-01
  prop_binY16_bin72_fpl   -2.2642e-02 +/-  1.71e-01
  prop_binY16_bin72_gam    2.3894e+01 +/-  3.68e+00
     prop_binY16_bin73    3.4274e-03 +/-  1.71e-01
     prop_binY16_bin74    7.6474e-03 +/-  1.71e-01
     prop_binY16_bin75   -2.6429e-03 +/-  1.71e-01
     prop_binY16_bin76    5.1294e-04 +/-  1.71e-01
     prop_binY16_bin77   -6.0185e-03 +/-  1.71e-01
     prop_binY16_bin78    4.4589e-03 +/-  1.71e-01
     prop_binY16_bin79    5.4044e-02 +/-  1.71e-01
      prop_binY16_bin8    6.6494e-03 +/-  1.70e-01
  prop_binY16_bin80_LQint    3.8000e+01 +/-  4.69e+00
  prop_binY16_bin80_LQpure    0.0000e+00 +/-  1.71e-01
  prop_binY16_bin80_alpha    9.1121e-05 +/-  1.71e-01
  prop_binY16_bin80_dy_gg    2.0014e+00 +/-  9.84e-01
  prop_binY16_bin80_fmn   -4.8515e-03 +/-  1.71e-01
  prop_binY16_bin80_fpl    6.8517e-03 +/-  1.71e-01
  prop_binY16_bin80_gam    3.0031e+00 +/-  1.22e+00
     prop_binY16_bin81    4.6578e-03 +/-  1.71e-01
     prop_binY16_bin82    2.1129e-02 +/-  1.71e-01
     prop_binY16_bin83    5.0479e-04 +/-  1.71e-01
     prop_binY16_bin84   -8.1606e-05 +/-  1.71e-01
     prop_binY16_bin85   -1.4023e-02 +/-  1.71e-01
     prop_binY16_bin86    2.4561e-03 +/-  1.71e-01
     prop_binY16_bin87   -2.6276e-03 +/-  1.71e-01
  prop_binY16_bin88_LQint    4.0000e+00 +/-  1.42e+00
  prop_binY16_bin88_LQpure    4.0000e+00 +/-  1.42e+00
  prop_binY16_bin88_alpha    3.9999e+00 +/-  1.42e+00
  prop_binY16_bin88_dy_gg   -1.3184e-03 +/-  1.71e-01
  prop_binY16_bin88_fmn    3.0050e+00 +/-  1.22e+00
  prop_binY16_bin88_fpl    2.9940e+00 +/-  1.22e+00
