
Attaching file multidimfit.root as _file0...
(TFile *) 0x268f8b0

  RooFitResult: minimized FCN value: -6.28886, estimated distance to minimum: 2.7522e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
     prop_binY17_bin72    2.2051e-02 +/-  1.61e-01
     prop_binY17_bin73    6.4069e-03 +/-  1.61e-01
     prop_binY17_bin74    1.0799e-02 +/-  1.61e-01
     prop_binY17_bin75    2.1143e-03 +/-  1.61e-01
     prop_binY17_bin76   -1.2615e-03 +/-  1.61e-01
     prop_binY17_bin77   -4.2095e-03 +/-  1.61e-01
     prop_binY17_bin78    3.4736e-04 +/-  1.61e-01
     prop_binY17_bin79   -6.1608e-03 +/-  1.61e-01
      prop_binY17_bin8   -2.8247e-01 +/-  1.60e-01
  prop_binY17_bin80_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin80_LQpure    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin80_alpha    3.0677e-05 +/-  1.61e-01
  prop_binY17_bin80_bk    2.0090e+00 +/-  9.52e-01
  prop_binY17_bin80_dy_gg    1.0001e+01 +/-  2.27e+00
  prop_binY17_bin80_fmn   -1.6385e-03 +/-  1.61e-01
  prop_binY17_bin80_fpl    2.2842e-03 +/-  1.61e-01
  prop_binY17_bin80_gam    5.0095e+00 +/-  1.56e+00
     prop_binY17_bin81    5.2078e-03 +/-  1.61e-01
     prop_binY17_bin82   -1.1494e-04 +/-  1.61e-01
     prop_binY17_bin83   -1.0039e-03 +/-  1.61e-01
     prop_binY17_bin84    2.2616e-05 +/-  1.61e-01
     prop_binY17_bin85    1.3595e-03 +/-  1.61e-01
     prop_binY17_bin86    1.3638e-03 +/-  1.61e-01
     prop_binY17_bin87   -2.1193e-03 +/-  1.61e-01
  prop_binY17_bin88_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin88_LQpure    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin88_alpha    3.0000e+00 +/-  1.18e+00
  prop_binY17_bin88_fmn    3.0019e+00 +/-  1.18e+00
  prop_binY17_bin88_fpl    2.9965e+00 +/-  1.18e+00
  prop_binY17_bin89_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin89_LQpure    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin89_alpha    2.8758e-04 +/-  1.61e-01
  prop_binY17_bin89_dy_gg    4.0025e+00 +/-  1.38e+00
  prop_binY17_bin89_fmn   -6.9431e-03 +/-  1.61e-01
  prop_binY17_bin89_fpl    9.3402e-03 +/-  1.61e-01
  prop_binY17_bin89_gam    2.0125e+00 +/-  9.56e-01
      prop_binY17_bin9    3.4529e-02 +/-  1.61e-01
     prop_binY17_bin90    8.8880e-03 +/-  1.61e-01
     prop_binY17_bin91   -2.3847e-03 +/-  1.61e-01
     prop_binY17_bin92    5.4052e-04 +/-  1.61e-01
     prop_binY17_bin93   -4.0508e-03 +/-  1.61e-01
     prop_binY17_bin94   -3.0125e-03 +/-  1.61e-01
  prop_binY17_bin95_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin95_LQpure    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin95_alpha    3.0000e+00 +/-  1.18e+00
  prop_binY17_bin95_fmn    2.9998e+00 +/-  1.18e+00
  prop_binY17_bin95_fpl    3.0014e+00 +/-  1.18e+00
      prop_binY18_bin0    8.0871e-01 +/-  1.58e-01
      prop_binY18_bin1   -2.0380e-01 +/-  1.60e-01
     prop_binY18_bin10   -2.6911e-01 +/-  1.61e-01
     prop_binY18_bin11    1.1445e-01 +/-  1.61e-01
     prop_binY18_bin12   -1.3558e-01 +/-  1.61e-01
     prop_binY18_bin13    1.0540e-01 +/-  1.61e-01
     prop_binY18_bin14    1.8506e-02 +/-  1.61e-01
     prop_binY18_bin15   -1.6718e-01 +/-  1.60e-01
  prop_binY18_bin16_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY18_bin16_LQpure    0.0000e+00 +/-  1.61e-01
  prop_binY18_bin16_alpha   -7.8009e-04 +/-  1.61e-01
  prop_binY18_bin16_bk    5.9974e+00 +/-  1.31e+00
  prop_binY18_bin16_dy_gg    6.9801e+00 +/-  1.87e+00
  prop_binY18_bin16_fmn    3.4182e-02 +/-  1.61e-01
  prop_binY18_bin16_fpl   -6.2700e-02 +/-  1.61e-01
  prop_binY18_bin16_gam    2.7871e+01 +/-  3.89e+00
     prop_binY18_bin17   -2.8017e-01 +/-  1.60e-01
     prop_binY18_bin18   -3.7069e-02 +/-  1.61e-01
     prop_binY18_bin19    4.5232e-02 +/-  1.61e-01
      prop_binY18_bin2    2.8266e-01 +/-  1.61e-01
     prop_binY18_bin20    3.6739e-03 +/-  1.61e-01
     prop_binY18_bin21    2.7314e-02 +/-  1.61e-01
     prop_binY18_bin22    1.0676e-01 +/-  1.61e-01
     prop_binY18_bin23    3.2375e-01 +/-  1.59e-01
  prop_binY18_bin24_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY18_bin24_LQpure    1.0000e+00 +/-  6.62e-01
  prop_binY18_bin24_alpha    1.9002e+01 +/-  3.19e+00
  prop_binY18_bin24_dy_gg    2.0079e+00 +/-  9.55e-01
  prop_binY18_bin24_fmn    1.7904e+01 +/-  3.06e+00
  prop_binY18_bin24_fpl    1.8158e+01 +/-  3.05e+00
  prop_binY18_bin24_gam    2.0156e+00 +/-  9.56e-01
     prop_binY18_bin25    7.4008e-02 +/-  1.61e-01
     prop_binY18_bin26    7.3880e-02 +/-  1.61e-01
     prop_binY18_bin27   -1.7892e-03 +/-  1.61e-01
     prop_binY18_bin28    3.8510e-03 +/-  1.61e-01
     prop_binY18_bin29   -6.9938e-02 +/-  1.61e-01
      prop_binY18_bin3   -1.7272e-01 +/-  1.61e-01
     prop_binY18_bin30   -3.1360e-02 +/-  1.61e-01
  prop_binY18_bin31_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY18_bin31_LQpure    1.0000e+00 +/-  6.62e-01
  prop_binY18_bin31_alpha    1.8999e+01 +/-  3.19e+00
  prop_binY18_bin31_dy_gg    1.9964e+00 +/-  9.51e-01
  prop_binY18_bin31_fmn    1.8020e+01 +/-  3.10e+00
  prop_binY18_bin31_fpl    1.7848e+01 +/-  3.01e+00
  prop_binY18_bin31_gam    1.9930e+00 +/-  9.50e-01
     prop_binY18_bin32    1.7422e-01 +/-  1.59e-01
     prop_binY18_bin33   -2.3254e-01 +/-  1.61e-01
     prop_binY18_bin34    2.6554e-02 +/-  1.61e-01
     prop_binY18_bin35   -1.8760e-01 +/-  1.61e-01
     prop_binY18_bin36    9.7073e-02 +/-  1.61e-01
     prop_binY18_bin37   -6.5647e-03 +/-  1.61e-01
     prop_binY18_bin38    9.6384e-02 +/-  1.61e-01
     prop_binY18_bin39   -9.5265e-02 +/-  1.60e-01
      prop_binY18_bin4    1.4555e-01 +/-  1.61e-01
     prop_binY18_bin40   -1.9999e-01 +/-  1.60e-01
     prop_binY18_bin41    1.1829e-01 +/-  1.60e-01
     prop_binY18_bin42    3.6453e-02 +/-  1.61e-01
     prop_binY18_bin43   -3.7494e-02 +/-  1.61e-01
     prop_binY18_bin44    5.4418e-02 +/-  1.61e-01
     prop_binY18_bin45   -1.1262e-02 +/-  1.61e-01
     prop_binY18_bin46   -4.3710e-02 +/-  1.61e-01
     prop_binY18_bin47    1.4558e-01 +/-  1.61e-01
     prop_binY18_bin48    8.8712e-02 +/-  1.61e-01
     prop_binY18_bin49    7.2636e-02 +/-  1.61e-01
      prop_binY18_bin5   -2.5949e-01 +/-  1.61e-01
     prop_binY18_bin50    1.1608e-02 +/-  1.61e-01
     prop_binY18_bin51    6.8267e-03 +/-  1.61e-01
     prop_binY18_bin52    3.1073e-03 +/-  1.61e-01
     prop_binY18_bin53    2.6292e-03 +/-  1.61e-01
     prop_binY18_bin54   -1.8617e-02 +/-  1.61e-01
     prop_binY18_bin55   -4.9220e-02 +/-  1.61e-01
  prop_binY18_bin56_LQint    4.0000e+00 +/-  1.38e+00
  prop_binY18_bin56_LQpure    4.0000e+00 +/-  1.38e+00
  prop_binY18_bin56_alpha    1.8000e+01 +/-  3.10e+00
  prop_binY18_bin56_dy_gg    2.0015e+00 +/-  9.53e-01
  prop_binY18_bin56_fmn    1.7980e+01 +/-  3.09e+00
  prop_binY18_bin56_fpl    1.8028e+01 +/-  3.08e+00
     prop_binY18_bin57   -2.6267e-02 +/-  1.61e-01
     prop_binY18_bin58    4.2644e-02 +/-  1.61e-01
     prop_binY18_bin59    1.9980e-02 +/-  1.61e-01
      prop_binY18_bin6    2.2588e-01 +/-  1.60e-01
     prop_binY18_bin60   -1.9511e-02 +/-  1.61e-01
     prop_binY18_bin61   -1.8370e-02 +/-  1.61e-01
     prop_binY18_bin62    1.6295e-02 +/-  1.61e-01
  prop_binY18_bin63_LQint    4.0000e+00 +/-  1.38e+00
  prop_binY18_bin63_LQpure    4.0000e+00 +/-  1.38e+00
  prop_binY18_bin63_alpha    1.8000e+01 +/-  3.10e+00
  prop_binY18_bin63_dy_gg    1.9999e+00 +/-  9.52e-01
  prop_binY18_bin63_fmn    1.8001e+01 +/-  3.10e+00
  prop_binY18_bin63_fpl    1.7994e+01 +/-  3.08e+00
     prop_binY18_bin64    9.8239e-02 +/-  1.61e-01
     prop_binY18_bin65   -8.4740e-02 +/-  1.61e-01
     prop_binY18_bin66    9.6682e-03 +/-  1.61e-01
     prop_binY18_bin67   -5.6296e-03 +/-  1.61e-01
     prop_binY18_bin68    1.1130e-02 +/-  1.61e-01
     prop_binY18_bin69    3.1841e-03 +/-  1.61e-01
      prop_binY18_bin7   -7.0054e-01 +/-  1.59e-01
     prop_binY18_bin70    8.7933e-02 +/-  1.61e-01
     prop_binY18_bin71   -1.1217e-01 +/-  1.61e-01
     prop_binY18_bin72   -2.3018e-02 +/-  1.61e-01
  prop_binY18_bin73_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY18_bin73_LQpure    0.0000e+00 +/-  1.61e-01
  prop_binY18_bin73_alpha   -3.1050e-04 +/-  1.61e-01
  prop_binY18_bin73_bk    1.8866e+00 +/-  8.93e-01
  prop_binY18_bin73_dy_gg    1.7993e+01 +/-  3.10e+00
  prop_binY18_bin73_fmn    7.7752e-03 +/-  1.61e-01
  prop_binY18_bin73_fpl   -1.3755e-02 +/-  1.61e-01
  prop_binY18_bin73_gam    1.9874e+00 +/-  9.48e-01
     prop_binY18_bin74    1.8286e-03 +/-  1.61e-01
     prop_binY18_bin75   -9.4053e-02 +/-  1.61e-01
     prop_binY18_bin76    8.2049e-02 +/-  1.61e-01
     prop_binY18_bin77    6.1692e-03 +/-  1.61e-01
     prop_binY18_bin78    4.7665e-02 +/-  1.61e-01
     prop_binY18_bin79    1.5582e-02 +/-  1.61e-01
      prop_binY18_bin8    3.5272e-01 +/-  1.59e-01
  prop_binY18_bin80_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY18_bin80_LQpure    0.0000e+00 +/-  1.61e-01
  prop_binY18_bin80_alpha   -1.7906e-04 +/-  1.61e-01
  prop_binY18_bin80_bk    1.9354e+00 +/-  9.23e-01
  prop_binY18_bin80_dy_gg    3.9967e+00 +/-  1.38e+00
  prop_binY18_bin80_fmn    1.0244e-02 +/-  1.61e-01
  prop_binY18_bin80_fpl   -1.3932e-02 +/-  1.61e-01
  prop_binY18_bin80_gam    1.9611e+00 +/-  9.37e-01
  prop_binY18_bin81_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY18_bin81_LQpure    0.0000e+00 +/-  1.61e-01
  prop_binY18_bin81_alpha   -2.1616e-04 +/-  1.61e-01
  prop_binY18_bin81_bk    1.9473e+00 +/-  9.20e-01
  prop_binY18_bin81_dy_gg    2.2994e+01 +/-  3.52e+00
  prop_binY18_bin81_fmn    5.5996e-03 +/-  1.61e-01
  prop_binY18_bin81_fpl   -8.5254e-03 +/-  1.61e-01
  prop_binY18_bin81_gam    1.9912e+00 +/-  9.49e-01
     prop_binY18_bin82    3.6555e-03 +/-  1.61e-01
     prop_binY18_bin83    7.5403e-03 +/-  1.61e-01
     prop_binY18_bin84   -3.1057e-03 +/-  1.61e-01
     prop_binY18_bin85    7.1185e-04 +/-  1.61e-01
     prop_binY18_bin86    2.1578e-02 +/-  1.61e-01
     prop_binY18_bin87    1.7293e-02 +/-  1.61e-01
  prop_binY18_bin88_LQint    2.0000e+00 +/-  9.52e-01
  prop_binY18_bin88_LQpure    2.0000e+00 +/-  9.52e-01
  prop_binY18_bin88_alpha    3.0002e+00 +/-  1.18e+00
  prop_binY18_bin88_fmn    2.9916e+00 +/-  1.18e+00
  prop_binY18_bin88_fpl    3.0114e+00 +/-  1.18e+00
     prop_binY18_bin89   -2.9674e-03 +/-  1.61e-01
      prop_binY18_bin9   -4.3967e-01 +/-  1.61e-01
     prop_binY18_bin90    1.0975e-02 +/-  1.61e-01
     prop_binY18_bin91   -5.2537e-03 +/-  1.61e-01
     prop_binY18_bin92    3.6589e-03 +/-  1.61e-01
     prop_binY18_bin93   -4.3426e-03 +/-  1.61e-01
     prop_binY18_bin94    2.8515e-03 +/-  1.61e-01
  prop_binY18_bin95_LQint    2.0000e+00 +/-  9.52e-01
  prop_binY18_bin95_LQpure    2.0000e+00 +/-  9.52e-01
  prop_binY18_bin95_alpha    3.0000e+00 +/-  1.18e+00
  prop_binY18_bin95_fmn    3.0004e+00 +/-  1.18e+00
  prop_binY18_bin95_fpl    2.9964e+00 +/-  1.18e+00
              ptrw1b16    0.0000e+00 +/-  1.61e-01
              ptrw1b17    0.0000e+00 +/-  1.61e-01
              ptrw1b18    0.0000e+00 +/-  1.61e-01
              ptrw2b16    0.0000e+00 +/-  1.61e-01
              ptrw2b17    0.0000e+00 +/-  1.61e-01
              ptrw2b18    0.0000e+00 +/-  1.61e-01
              ptrw3b16    0.0000e+00 +/-  1.61e-01
              ptrw3b17    0.0000e+00 +/-  1.61e-01
              ptrw3b18    0.0000e+00 +/-  1.61e-01
              ptrw4b16    0.0000e+00 +/-  1.61e-01
              ptrw4b17    0.0000e+00 +/-  1.61e-01
              ptrw4b18    0.0000e+00 +/-  1.61e-01
              ptrw5b16    0.0000e+00 +/-  1.61e-01
              ptrw5b17    0.0000e+00 +/-  1.61e-01
              ptrw5b18    0.0000e+00 +/-  1.61e-01
              ptrw6b16    0.0000e+00 +/-  1.61e-01
              ptrw6b17    0.0000e+00 +/-  1.61e-01
              ptrw6b18    0.0000e+00 +/-  1.61e-01
              ptrw7b16    0.0000e+00 +/-  1.61e-01
              ptrw7b17    0.0000e+00 +/-  1.61e-01
              ptrw7b18    0.0000e+00 +/-  1.61e-01
                   yLQ    0.0000e+00 +/-  7.48e+00

