
Attaching file multidimfit.root as _file0...
(TFile *) 0x268f8b0

  RooFitResult: minimized FCN value: -6.28886, estimated distance to minimum: 2.7522e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
      prop_binY17_bin0    2.9836e-01 +/-  1.60e-01
      prop_binY17_bin1   -2.0809e-01 +/-  1.60e-01
     prop_binY17_bin10    1.0973e-01 +/-  1.61e-01
     prop_binY17_bin11   -7.0199e-02 +/-  1.61e-01
     prop_binY17_bin12    8.3652e-02 +/-  1.61e-01
     prop_binY17_bin13   -9.9731e-02 +/-  1.61e-01
     prop_binY17_bin14   -1.5155e-02 +/-  1.61e-01
     prop_binY17_bin15    2.2468e-01 +/-  1.60e-01
  prop_binY17_bin16_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin16_LQpure    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin16_alpha   -5.3413e-04 +/-  1.61e-01
  prop_binY17_bin16_bk    3.6788e+00 +/-  1.23e+00
  prop_binY17_bin16_dy_gg    7.9750e+00 +/-  2.01e+00
  prop_binY17_bin16_fmn    2.7375e-02 +/-  1.61e-01
  prop_binY17_bin16_fpl   -5.0493e-02 +/-  1.61e-01
  prop_binY17_bin16_gam    4.9893e+01 +/-  5.24e+00
     prop_binY17_bin17    3.5599e-03 +/-  1.61e-01
     prop_binY17_bin18    3.1495e-01 +/-  1.60e-01
     prop_binY17_bin19   -9.7476e-02 +/-  1.61e-01
      prop_binY17_bin2    5.9154e-02 +/-  1.61e-01
     prop_binY17_bin20   -4.8196e-03 +/-  1.61e-01
     prop_binY17_bin21   -2.0294e-01 +/-  1.61e-01
     prop_binY17_bin22   -2.6145e-03 +/-  1.61e-01
     prop_binY17_bin23    1.0470e-01 +/-  1.61e-01
  prop_binY17_bin24_LQint    3.0000e+00 +/-  1.18e+00
  prop_binY17_bin24_LQpure    4.0000e+00 +/-  1.38e+00
  prop_binY17_bin24_alpha    1.0998e+01 +/-  2.39e+00
  prop_binY17_bin24_bk    1.9369e+00 +/-  9.30e-01
  prop_binY17_bin24_dy_gg    9.8771e-01 +/-  6.56e-01
  prop_binY17_bin24_fmn    1.3127e+01 +/-  2.63e+00
  prop_binY17_bin24_fpl    1.2796e+01 +/-  2.58e+00
  prop_binY17_bin24_gam    4.9215e+00 +/-  1.54e+00
     prop_binY17_bin25   -3.7961e-02 +/-  1.61e-01
     prop_binY17_bin26    8.5102e-02 +/-  1.61e-01
     prop_binY17_bin27   -1.1295e-02 +/-  1.61e-01
     prop_binY17_bin28    1.6070e-02 +/-  1.61e-01
     prop_binY17_bin29   -5.3057e-02 +/-  1.61e-01
      prop_binY17_bin3    3.6316e-02 +/-  1.61e-01
     prop_binY17_bin30    3.1911e-03 +/-  1.61e-01
  prop_binY17_bin31_LQint    3.0000e+00 +/-  1.18e+00
  prop_binY17_bin31_LQpure    4.0000e+00 +/-  1.38e+00
  prop_binY17_bin31_alpha    1.1001e+01 +/-  2.39e+00
  prop_binY17_bin31_bk    2.0230e+00 +/-  9.59e-01
  prop_binY17_bin31_dy_gg    1.0044e+00 +/-  6.64e-01
  prop_binY17_bin31_fmn    1.2979e+01 +/-  2.61e+00
  prop_binY17_bin31_fpl    1.3155e+01 +/-  2.60e+00
  prop_binY17_bin31_gam    5.0280e+00 +/-  1.56e+00
  prop_binY17_bin32_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin32_LQpure    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin32_alpha   -7.3054e-05 +/-  1.61e-01
  prop_binY17_bin32_bk    6.6129e+00 +/-  1.57e+00
  prop_binY17_bin32_dy_gg    1.5993e+01 +/-  2.91e+00
  prop_binY17_bin32_fmn    4.0931e-03 +/-  1.61e-01
  prop_binY17_bin32_fpl   -1.1504e-02 +/-  1.61e-01
  prop_binY17_bin32_gam   -1.0373e-02 +/-  1.61e-01
     prop_binY17_bin33    1.9346e-02 +/-  1.61e-01
     prop_binY17_bin34    2.5037e-02 +/-  1.61e-01
     prop_binY17_bin35   -1.1317e-01 +/-  1.61e-01
     prop_binY17_bin36    8.7424e-02 +/-  1.61e-01
     prop_binY17_bin37   -1.8358e-02 +/-  1.61e-01
     prop_binY17_bin38   -1.9902e-02 +/-  1.61e-01
     prop_binY17_bin39    1.6268e-01 +/-  1.60e-01
      prop_binY17_bin4    6.8463e-03 +/-  1.61e-01
  prop_binY17_bin40_LQint    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin40_LQpure    0.0000e+00 +/-  1.61e-01
  prop_binY17_bin40_alpha   -3.7731e-04 +/-  1.61e-01
  prop_binY17_bin40_bk    3.3340e+00 +/-  1.14e+00
  prop_binY17_bin40_dy_gg    3.3971e+01 +/-  4.31e+00
  prop_binY17_bin40_fmn    2.1642e-02 +/-  1.61e-01
  prop_binY17_bin40_fpl   -4.2166e-02 +/-  1.61e-01
  prop_binY17_bin40_gam    3.8789e+01 +/-  4.61e+00
     prop_binY17_bin41    5.0194e-02 +/-  1.61e-01
     prop_binY17_bin42    1.8629e-02 +/-  1.61e-01
     prop_binY17_bin43   -4.4740e-03 +/-  1.61e-01
