
Attaching file multidimfit.root as _file0...
(TFile *) 0x4032720

  RooFitResult: minimized FCN value: -6.28527, estimated distance to minimum: 2.55402e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  prop_binY17_bin16_dy_gg    7.9750e+00 +/-  1.99e+00
  prop_binY17_bin16_fmn    2.7467e-02 +/-  1.58e-01
  prop_binY17_bin16_fpl   -5.0635e-02 +/-  1.58e-01
  prop_binY17_bin16_gam    4.9892e+01 +/-  5.20e+00
     prop_binY17_bin17    5.4735e-03 +/-  1.58e-01
     prop_binY17_bin18    3.1784e-01 +/-  1.58e-01
     prop_binY17_bin19   -9.7397e-02 +/-  1.58e-01
      prop_binY17_bin2    5.7883e-02 +/-  1.58e-01
     prop_binY17_bin20   -4.4802e-03 +/-  1.58e-01
     prop_binY17_bin21   -1.9998e-01 +/-  1.58e-01
     prop_binY17_bin22   -7.0025e-04 +/-  1.58e-01
     prop_binY17_bin23    1.0312e-01 +/-  1.58e-01
  prop_binY17_bin24_LQint    3.0000e+00 +/-  1.17e+00
  prop_binY17_bin24_LQpure    4.0000e+00 +/-  1.37e+00
  prop_binY17_bin24_alpha    1.0998e+01 +/-  2.37e+00
  prop_binY17_bin24_bk    1.9370e+00 +/-  9.21e-01
  prop_binY17_bin24_dy_gg    9.8762e-01 +/-  6.49e-01
  prop_binY17_bin24_fmn    1.3127e+01 +/-  2.60e+00
  prop_binY17_bin24_fpl    1.2795e+01 +/-  2.56e+00
  prop_binY17_bin24_gam    4.9214e+00 +/-  1.53e+00
     prop_binY17_bin25   -3.8000e-02 +/-  1.58e-01
     prop_binY17_bin26    8.6196e-02 +/-  1.58e-01
     prop_binY17_bin27   -9.0082e-03 +/-  1.58e-01
     prop_binY17_bin28    1.8858e-02 +/-  1.58e-01
     prop_binY17_bin29   -5.1691e-02 +/-  1.58e-01
      prop_binY17_bin3    3.4843e-02 +/-  1.58e-01
