
Attaching file multidimfit.root as _file0...
(TFile *) 0x34d3490

  RooFitResult: minimized FCN value: -6.27474, estimated distance to minimum: 0.000519742
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  prop_binY17_bin24_bk    1.9371e+00 +/-  1.33e+00
  prop_binY17_bin24_dy_gg    9.8724e-01 +/-  9.55e-01
  prop_binY17_bin24_fmn    1.3127e+01 +/-  3.55e+00
  prop_binY17_bin24_fpl    1.2795e+01 +/-  3.45e+00
  prop_binY17_bin24_gam    4.9223e+00 +/-  2.14e+00
     prop_binY17_bin25   -3.7587e-02 +/-  6.41e-01
     prop_binY17_bin26    8.6212e-02 +/-  6.35e-01
     prop_binY17_bin27   -1.1203e-02 +/-  6.41e-01
     prop_binY17_bin28    1.6491e-02 +/-  6.41e-01
     prop_binY17_bin29   -5.3230e-02 +/-  6.40e-01
      prop_binY17_bin3    3.3730e-02 +/-  6.34e-01
     prop_binY17_bin30    3.7352e-03 +/-  6.42e-01
  prop_binY17_bin31_LQint    3.0000e+00 +/-  1.68e+00
  prop_binY17_bin31_LQpure    4.0000e+00 +/-  1.94e+00
  prop_binY17_bin31_alpha    1.1001e+01 +/-  3.23e+00
  prop_binY17_bin31_bk    2.0228e+00 +/-  1.38e+00
  prop_binY17_bin31_dy_gg    1.0045e+00 +/-  9.71e-01
  prop_binY17_bin31_fmn    1.2979e+01 +/-  3.51e+00
  prop_binY17_bin31_fpl    1.3154e+01 +/-  3.48e+00
  prop_binY17_bin31_gam    5.0275e+00 +/-  2.18e+00
  prop_binY17_bin32_LQint    0.0000e+00 +/-  6.47e-01
  prop_binY17_bin32_LQpure    0.0000e+00 +/-  6.47e-01
  prop_binY17_bin32_alpha   -7.1755e-05 +/-  6.47e-01
  prop_binY17_bin32_bk    6.6118e+00 +/-  1.96e+00
  prop_binY17_bin32_dy_gg    1.5993e+01 +/-  3.90e+00
  prop_binY17_bin32_fmn    4.1115e-03 +/-  6.47e-01
  prop_binY17_bin32_fpl   -1.1568e-02 +/-  6.47e-01
  prop_binY17_bin32_gam   -1.0330e-02 +/-  6.47e-01
     prop_binY17_bin33    1.8733e-02 +/-  6.45e-01
     prop_binY17_bin34    2.2625e-02 +/-  6.33e-01
     prop_binY17_bin35   -1.1276e-01 +/-  6.40e-01
