
Attaching file multidimfit.root as _file0...
(TFile *) 0x384fe20

  RooFitResult: minimized FCN value: -6.24133, estimated distance to minimum: 0.00211633
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
      prop_binY16_bin9    2.5783e-01 +/-  8.69e-01
  prop_binY16_bin90_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY16_bin90_LQpure    0.0000e+00 +/-  9.94e-01
  prop_binY16_bin90_alpha    4.5888e-05 +/-  9.94e-01
  prop_binY16_bin90_dy_gg    3.0002e+00 +/-  1.71e+00
  prop_binY16_bin90_fmn   -7.2318e-04 +/-  9.93e-01
  prop_binY16_bin90_fpl    1.3136e-03 +/-  9.90e-01
  prop_binY16_bin90_gam    2.0006e+00 +/-  1.40e+00
  prop_binY16_bin91_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY16_bin91_LQpure    0.0000e+00 +/-  9.94e-01
  prop_binY16_bin91_alpha   -1.5927e-04 +/-  9.94e-01
  prop_binY16_bin91_dy_gg   -6.0442e-05 +/-  9.94e-01
  prop_binY16_bin91_fmn    1.7204e-03 +/-  9.94e-01
  prop_binY16_bin91_fpl   -4.6567e-03 +/-  9.90e-01
  prop_binY16_bin91_gam    1.9983e+00 +/-  1.40e+00
     prop_binY16_bin92    3.9197e-03 +/-  9.89e-01
     prop_binY16_bin93   -1.2135e-03 +/-  9.89e-01
     prop_binY16_bin94   -7.7768e-04 +/-  9.90e-01
  prop_binY16_bin95_LQint    4.0000e+00 +/-  1.98e+00
  prop_binY16_bin95_LQpure    4.0000e+00 +/-  1.98e+00
  prop_binY16_bin95_alpha    4.0000e+00 +/-  1.98e+00
  prop_binY16_bin95_dy_gg   -1.7580e-04 +/-  9.94e-01
  prop_binY16_bin95_fmn    3.0002e+00 +/-  1.71e+00
  prop_binY16_bin95_fpl    2.9977e+00 +/-  1.71e+00
      prop_binY17_bin0    3.0028e-01 +/-  7.78e-01
      prop_binY17_bin1   -2.0607e-01 +/-  8.92e-01
     prop_binY17_bin10    1.1081e-01 +/-  9.23e-01
     prop_binY17_bin11   -6.9559e-02 +/-  9.44e-01
     prop_binY17_bin12    8.4355e-02 +/-  9.46e-01
     prop_binY17_bin13   -9.7387e-02 +/-  9.42e-01
     prop_binY17_bin14   -1.7009e-02 +/-  9.63e-01
     prop_binY17_bin15    2.2296e-01 +/-  8.59e-01
  prop_binY17_bin16_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY17_bin16_LQpure    0.0000e+00 +/-  9.94e-01
  prop_binY17_bin16_alpha   -4.7782e-04 +/-  9.94e-01
  prop_binY17_bin16_bk    3.6769e+00 +/-  1.65e+00
  prop_binY17_bin16_dy_gg    7.9748e+00 +/-  2.79e+00
  prop_binY17_bin16_fmn    2.7470e-02 +/-  9.92e-01
  prop_binY17_bin16_fpl   -5.0910e-02 +/-  9.86e-01
  prop_binY17_bin16_gam    4.9894e+01 +/-  6.99e+00
     prop_binY17_bin17    2.3416e-03 +/-  9.14e-01
     prop_binY17_bin18    3.2437e-01 +/-  9.03e-01
     prop_binY17_bin19   -9.6419e-02 +/-  9.61e-01
      prop_binY17_bin2    6.0229e-02 +/-  9.40e-01
     prop_binY17_bin20   -3.8006e-03 +/-  9.62e-01
     prop_binY17_bin21   -2.0158e-01 +/-  9.46e-01
     prop_binY17_bin22   -5.3467e-03 +/-  9.51e-01
     prop_binY17_bin23    1.0210e-01 +/-  9.30e-01
  prop_binY17_bin24_LQint    3.0000e+00 +/-  1.71e+00
  prop_binY17_bin24_LQpure    4.0000e+00 +/-  1.98e+00
  prop_binY17_bin24_alpha    1.0998e+01 +/-  3.28e+00
  prop_binY17_bin24_bk    1.9370e+00 +/-  1.35e+00
  prop_binY17_bin24_dy_gg    9.8722e-01 +/-  9.76e-01
  prop_binY17_bin24_fmn    1.3127e+01 +/-  3.60e+00
  prop_binY17_bin24_fpl    1.2795e+01 +/-  3.51e+00
  prop_binY17_bin24_gam    4.9232e+00 +/-  2.18e+00
     prop_binY17_bin25   -3.7905e-02 +/-  9.72e-01
     prop_binY17_bin26    8.7667e-02 +/-  9.53e-01
     prop_binY17_bin27   -9.1984e-03 +/-  9.73e-01
     prop_binY17_bin28    1.8083e-02 +/-  9.75e-01
     prop_binY17_bin29   -5.3420e-02 +/-  9.70e-01
      prop_binY17_bin3    3.7454e-02 +/-  9.50e-01
     prop_binY17_bin30    3.2252e-03 +/-  9.78e-01
  prop_binY17_bin31_LQint    3.0000e+00 +/-  1.71e+00
  prop_binY17_bin31_LQpure    4.0000e+00 +/-  1.98e+00
  prop_binY17_bin31_alpha    1.1001e+01 +/-  3.29e+00
  prop_binY17_bin31_bk    2.0229e+00 +/-  1.41e+00
  prop_binY17_bin31_dy_gg    1.0045e+00 +/-  9.93e-01
  prop_binY17_bin31_fmn    1.2979e+01 +/-  3.56e+00
  prop_binY17_bin31_fpl    1.3155e+01 +/-  3.53e+00
  prop_binY17_bin31_gam    5.0273e+00 +/-  2.22e+00
  prop_binY17_bin32_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY17_bin32_LQpure    0.0000e+00 +/-  9.94e-01
  prop_binY17_bin32_alpha   -6.5132e-05 +/-  9.94e-01
  prop_binY17_bin32_bk    6.6088e+00 +/-  1.99e+00
  prop_binY17_bin32_dy_gg    1.5993e+01 +/-  3.96e+00
  prop_binY17_bin32_fmn    4.0928e-03 +/-  9.94e-01
  prop_binY17_bin32_fpl   -1.1555e-02 +/-  9.93e-01
  prop_binY17_bin32_gam   -1.0197e-02 +/-  9.94e-01
     prop_binY17_bin33    1.8216e-02 +/-  9.86e-01
     prop_binY17_bin34    2.2883e-02 +/-  9.45e-01
     prop_binY17_bin35   -1.1175e-01 +/-  9.69e-01
     prop_binY17_bin36    8.8251e-02 +/-  9.67e-01
     prop_binY17_bin37   -2.0149e-02 +/-  9.55e-01
     prop_binY17_bin38   -2.1204e-02 +/-  9.88e-01
     prop_binY17_bin39    1.6072e-01 +/-  8.02e-01
      prop_binY17_bin4    7.2166e-03 +/-  9.52e-01
  prop_binY17_bin40_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY17_bin40_LQpure    0.0000e+00 +/-  9.94e-01
  prop_binY17_bin40_alpha   -3.3830e-04 +/-  9.94e-01
  prop_binY17_bin40_bk    3.3315e+00 +/-  1.52e+00
  prop_binY17_bin40_dy_gg    3.3970e+01 +/-  5.77e+00
  prop_binY17_bin40_fmn    2.1754e-02 +/-  9.94e-01
  prop_binY17_bin40_fpl   -4.2578e-02 +/-  9.93e-01
  prop_binY17_bin40_gam    3.8792e+01 +/-  6.15e+00
     prop_binY17_bin41    4.9170e-02 +/-  9.39e-01
     prop_binY17_bin42    1.8285e-02 +/-  9.89e-01
     prop_binY17_bin43   -4.2263e-03 +/-  9.90e-01
     prop_binY17_bin44    4.7122e-03 +/-  9.90e-01
     prop_binY17_bin45   -1.0901e-02 +/-  9.90e-01
     prop_binY17_bin46   -2.0607e-02 +/-  9.67e-01
     prop_binY17_bin47    2.2264e-01 +/-  9.18e-01
  prop_binY17_bin48_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY17_bin48_LQpure    0.0000e+00 +/-  9.94e-01
  prop_binY17_bin48_alpha    2.6371e-05 +/-  9.94e-01
  prop_binY17_bin48_bk    5.0651e+00 +/-  1.96e+00
  prop_binY17_bin48_dy_gg    1.9002e+01 +/-  4.32e+00
  prop_binY17_bin48_fmn   -1.5577e-03 +/-  9.94e-01
  prop_binY17_bin48_fpl    2.5635e-03 +/-  9.94e-01
  prop_binY17_bin48_gam    2.6015e+01 +/-  5.05e+00
     prop_binY17_bin49    1.8885e-02 +/-  9.86e-01
      prop_binY17_bin5   -5.3525e-02 +/-  9.47e-01
     prop_binY17_bin50    2.0114e-03 +/-  9.89e-01
     prop_binY17_bin51    1.6807e-03 +/-  9.90e-01
     prop_binY17_bin52   -7.6079e-04 +/-  9.90e-01
     prop_binY17_bin53   -9.4429e-04 +/-  9.90e-01
     prop_binY17_bin54   -5.0126e-03 +/-  9.89e-01
     prop_binY17_bin55   -9.2714e-03 +/-  9.29e-01
  prop_binY17_bin56_LQint    2.0000e+00 +/-  1.40e+00
  prop_binY17_bin56_LQpure    3.0000e+00 +/-  1.71e+00
  prop_binY17_bin56_alpha    2.5000e+01 +/-  4.95e+00
  prop_binY17_bin56_dy_gg    1.9976e+00 +/-  1.40e+00
  prop_binY17_bin56_fmn    2.8015e+01 +/-  5.24e+00
  prop_binY17_bin56_fpl    2.7978e+01 +/-  5.23e+00
  prop_binY17_bin56_gam    1.9995e+00 +/-  1.40e+00
     prop_binY17_bin57    6.1802e-03 +/-  9.90e-01
     prop_binY17_bin58   -1.3049e-02 +/-  9.89e-01
     prop_binY17_bin59    1.0281e-02 +/-  9.90e-01
      prop_binY17_bin6    1.6557e-01 +/-  9.02e-01
     prop_binY17_bin60   -1.0522e-02 +/-  9.91e-01
     prop_binY17_bin61    6.3854e-03 +/-  9.90e-01
     prop_binY17_bin62   -2.0317e-03 +/-  9.91e-01
  prop_binY17_bin63_LQint    2.0000e+00 +/-  1.40e+00
  prop_binY17_bin63_LQpure    3.0000e+00 +/-  1.71e+00
  prop_binY17_bin63_alpha    2.5000e+01 +/-  4.95e+00
  prop_binY17_bin63_dy_gg    2.0003e+00 +/-  1.40e+00
  prop_binY17_bin63_fmn    2.7999e+01 +/-  5.24e+00
  prop_binY17_bin63_fpl    2.8007e+01 +/-  5.23e+00
  prop_binY17_bin63_gam    2.0001e+00 +/-  1.40e+00
     prop_binY17_bin64   -1.3191e-01 +/-  9.41e-01
     prop_binY17_bin65    8.6021e-03 +/-  9.92e-01
     prop_binY17_bin66   -5.3512e-03 +/-  9.92e-01
     prop_binY17_bin67   -1.2201e-03 +/-  9.92e-01
     prop_binY17_bin68   -3.0774e-05 +/-  9.92e-01
     prop_binY17_bin69    6.4373e-03 +/-  9.92e-01
      prop_binY17_bin7   -2.4981e-01 +/-  8.05e-01
     prop_binY17_bin70   -3.4586e-03 +/-  9.92e-01
     prop_binY17_bin71    1.0259e-01 +/-  9.50e-01
     prop_binY17_bin72    2.1156e-02 +/-  9.90e-01
     prop_binY17_bin73    5.8483e-03 +/-  9.91e-01
     prop_binY17_bin74    1.0194e-02 +/-  9.92e-01
     prop_binY17_bin75    1.7032e-03 +/-  9.92e-01
     prop_binY17_bin76   -1.8207e-03 +/-  9.92e-01
     prop_binY17_bin77   -5.0497e-03 +/-  9.93e-01
     prop_binY17_bin78   -4.1182e-04 +/-  9.92e-01
     prop_binY17_bin79   -6.8785e-03 +/-  9.92e-01
      prop_binY17_bin8   -2.8016e-01 +/-  8.13e-01
  prop_binY17_bin80_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY17_bin80_LQpure    0.0000e+00 +/-  9.94e-01
  prop_binY17_bin80_alpha    2.5851e-05 +/-  9.94e-01
  prop_binY17_bin80_bk    2.0084e+00 +/-  1.39e+00
