
Attaching file multidimfit.root as _file0...
(TFile *) 0x31703b0

  RooFitResult: minimized FCN value: -6.23044, estimated distance to minimum: 0.000243716
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  prop_binY18_bin16_bk    6.0024e+00 +/-  1.58e+00
  prop_binY18_bin16_dy_gg    6.9794e+00 +/-  2.61e+00
  prop_binY18_bin16_fmn    3.4178e-02 +/-  9.92e-01
  prop_binY18_bin16_fpl   -6.3030e-02 +/-  9.87e-01
  prop_binY18_bin16_gam    2.7874e+01 +/-  5.21e+00
     prop_binY18_bin17   -2.8293e-01 +/-  9.00e-01
     prop_binY18_bin18   -3.7271e-02 +/-  9.56e-01
     prop_binY18_bin19    4.0533e-02 +/-  9.39e-01
      prop_binY18_bin2    2.7013e-01 +/-  9.13e-01
     prop_binY18_bin20   -2.3820e-03 +/-  9.45e-01
     prop_binY18_bin21    2.3208e-02 +/-  9.58e-01
     prop_binY18_bin22    1.0938e-01 +/-  9.34e-01
     prop_binY18_bin23    3.3149e-01 +/-  7.33e-01
  prop_binY18_bin24_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY18_bin24_LQpure    1.0000e+00 +/-  9.89e-01
  prop_binY18_bin24_alpha    1.9002e+01 +/-  4.32e+00
  prop_binY18_bin24_dy_gg    2.0078e+00 +/-  1.40e+00
  prop_binY18_bin24_fmn    1.7908e+01 +/-  4.12e+00
  prop_binY18_bin24_fpl    1.8151e+01 +/-  4.06e+00
  prop_binY18_bin24_gam    2.0146e+00 +/-  1.40e+00
     prop_binY18_bin25    7.3868e-02 +/-  9.44e-01
     prop_binY18_bin26    7.3936e-02 +/-  9.53e-01
     prop_binY18_bin27    1.2589e-02 +/-  9.26e-01
     prop_binY18_bin28    1.8489e-02 +/-  9.35e-01
     prop_binY18_bin29   -7.1934e-02 +/-  9.59e-01
      prop_binY18_bin3   -1.7397e-01 +/-  9.32e-01
     prop_binY18_bin30   -3.2274e-02 +/-  9.56e-01
  prop_binY18_bin31_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY18_bin31_LQpure    1.0000e+00 +/-  9.89e-01
  prop_binY18_bin31_alpha    1.8999e+01 +/-  4.32e+00
  prop_binY18_bin31_dy_gg    1.9964e+00 +/-  1.40e+00
  prop_binY18_bin31_fmn    1.8020e+01 +/-  4.21e+00
  prop_binY18_bin31_fpl    1.7849e+01 +/-  4.00e+00
  prop_binY18_bin31_gam    1.9932e+00 +/-  1.39e+00
     prop_binY18_bin32    1.7428e-01 +/-  7.66e-01
     prop_binY18_bin33   -2.4354e-01 +/-  9.54e-01
