
Attaching file multidimfit.root as _file0...
(TFile *) 0x38e3280

  RooFitResult: minimized FCN value: -6.28218, estimated distance to minimum: 5.82502e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  prop_binY16_bin88_LQint    4.0000e+00 +/-  1.62e+00
  prop_binY16_bin88_LQpure    4.0000e+00 +/-  1.62e+00
  prop_binY16_bin88_alpha    3.9999e+00 +/-  1.62e+00
  prop_binY16_bin88_dy_gg   -1.3260e-03 +/-  2.32e-01
  prop_binY16_bin88_fmn    3.0050e+00 +/-  1.39e+00
  prop_binY16_bin88_fpl    2.9939e+00 +/-  1.39e+00
  prop_binY16_bin89_LQint    3.9000e+01 +/-  5.29e+00
  prop_binY16_bin89_LQpure    0.0000e+00 +/-  2.32e-01
  prop_binY16_bin89_alpha    2.6357e-04 +/-  2.32e-01
  prop_binY16_bin89_dy_gg    2.0002e+00 +/-  1.13e+00
  prop_binY16_bin89_fmn   -6.3160e-03 +/-  2.32e-01
  prop_binY16_bin89_fpl    9.3526e-03 +/-  2.31e-01
      prop_binY16_bin9    2.5659e-01 +/-  2.30e-01
  prop_binY16_bin90_LQint    0.0000e+00 +/-  2.32e-01
  prop_binY16_bin90_LQpure    0.0000e+00 +/-  2.32e-01
  prop_binY16_bin90_alpha    4.1875e-05 +/-  2.32e-01
  prop_binY16_bin90_dy_gg    3.0002e+00 +/-  1.39e+00
  prop_binY16_bin90_fmn   -5.9662e-04 +/-  2.32e-01
  prop_binY16_bin90_fpl    1.0788e-03 +/-  2.32e-01
  prop_binY16_bin90_gam    2.0005e+00 +/-  1.13e+00
  prop_binY16_bin91_LQint    0.0000e+00 +/-  2.32e-01
  prop_binY16_bin91_LQpure    0.0000e+00 +/-  2.32e-01
  prop_binY16_bin91_alpha   -1.8014e-04 +/-  2.32e-01
  prop_binY16_bin91_dy_gg   -6.0899e-05 +/-  2.32e-01
  prop_binY16_bin91_fmn    1.7483e-03 +/-  2.32e-01
  prop_binY16_bin91_fpl   -4.7126e-03 +/-  2.32e-01
  prop_binY16_bin91_gam    1.9983e+00 +/-  1.13e+00
     prop_binY16_bin92    4.0584e-03 +/-  2.31e-01
     prop_binY16_bin93   -1.5155e-03 +/-  2.32e-01
     prop_binY16_bin94   -7.6630e-04 +/-  2.32e-01
  prop_binY16_bin95_LQint    4.0000e+00 +/-  1.62e+00
  prop_binY16_bin95_LQpure    4.0000e+00 +/-  1.62e+00
  prop_binY16_bin95_alpha    4.0000e+00 +/-  1.62e+00
  prop_binY16_bin95_dy_gg   -1.6420e-04 +/-  2.32e-01
  prop_binY16_bin95_fmn    3.0002e+00 +/-  1.39e+00
  prop_binY16_bin95_fpl    2.9978e+00 +/-  1.39e+00
      prop_binY17_bin0    2.9908e-01 +/-  2.27e-01
      prop_binY17_bin1   -2.0545e-01 +/-  2.30e-01
     prop_binY17_bin10    1.1049e-01 +/-  2.31e-01
     prop_binY17_bin11   -7.0610e-02 +/-  2.31e-01
     prop_binY17_bin12    8.3334e-02 +/-  2.31e-01
     prop_binY17_bin13   -9.7989e-02 +/-  2.31e-01
     prop_binY17_bin14   -1.6051e-02 +/-  2.31e-01
     prop_binY17_bin15    2.2392e-01 +/-  2.29e-01
  prop_binY17_bin16_LQint    0.0000e+00 +/-  2.32e-01
  prop_binY17_bin16_LQpure    0.0000e+00 +/-  2.32e-01
  prop_binY17_bin16_alpha   -5.3115e-04 +/-  2.32e-01
  prop_binY17_bin16_bk    3.6786e+00 +/-  1.41e+00
  prop_binY17_bin16_dy_gg    7.9748e+00 +/-  2.33e+00
  prop_binY17_bin16_fmn    2.7426e-02 +/-  2.32e-01
  prop_binY17_bin16_fpl   -5.0601e-02 +/-  2.31e-01
  prop_binY17_bin16_gam    4.9893e+01 +/-  5.98e+00
     prop_binY17_bin17    3.7691e-03 +/-  2.30e-01
     prop_binY17_bin18    3.1872e-01 +/-  2.30e-01
     prop_binY17_bin19   -9.7004e-02 +/-  2.31e-01
      prop_binY17_bin2    5.9190e-02 +/-  2.31e-01
     prop_binY17_bin20   -4.0617e-03 +/-  2.31e-01
     prop_binY17_bin21   -2.0172e-01 +/-  2.31e-01
     prop_binY17_bin22   -3.2484e-03 +/-  2.31e-01
     prop_binY17_bin23    1.0348e-01 +/-  2.31e-01
  prop_binY17_bin24_LQint    3.0000e+00 +/-  1.39e+00
  prop_binY17_bin24_LQpure    4.0000e+00 +/-  1.62e+00
  prop_binY17_bin24_alpha    1.0998e+01 +/-  2.76e+00
  prop_binY17_bin24_bk    1.9370e+00 +/-  1.10e+00
  prop_binY17_bin24_dy_gg    9.8748e-01 +/-  7.79e-01
  prop_binY17_bin24_fmn    1.3127e+01 +/-  3.03e+00
  prop_binY17_bin24_fpl    1.2795e+01 +/-  2.96e+00
  prop_binY17_bin24_gam    4.9218e+00 +/-  1.80e+00
     prop_binY17_bin25   -3.7677e-02 +/-  2.31e-01
     prop_binY17_bin26    8.5773e-02 +/-  2.31e-01
     prop_binY17_bin27   -1.1207e-02 +/-  2.31e-01
     prop_binY17_bin28    1.6322e-02 +/-  2.31e-01
     prop_binY17_bin29   -5.2873e-02 +/-  2.31e-01
      prop_binY17_bin3    3.6112e-02 +/-  2.31e-01
     prop_binY17_bin30    3.6150e-03 +/-  2.31e-01
  prop_binY17_bin31_LQint    3.0000e+00 +/-  1.39e+00
  prop_binY17_bin31_LQpure    4.0000e+00 +/-  1.62e+00
  prop_binY17_bin31_alpha    1.1001e+01 +/-  2.76e+00
  prop_binY17_bin31_bk    2.0228e+00 +/-  1.13e+00
  prop_binY17_bin31_dy_gg    1.0044e+00 +/-  7.90e-01
  prop_binY17_bin31_fmn    1.2979e+01 +/-  3.00e+00
  prop_binY17_bin31_fpl    1.3154e+01 +/-  2.99e+00
  prop_binY17_bin31_gam    5.0277e+00 +/-  1.83e+00
  prop_binY17_bin32_LQint    0.0000e+00 +/-  2.32e-01
  prop_binY17_bin32_LQpure    0.0000e+00 +/-  2.32e-01
  prop_binY17_bin32_alpha   -7.2856e-05 +/-  2.32e-01
  prop_binY17_bin32_bk    6.6121e+00 +/-  1.75e+00
  prop_binY17_bin32_dy_gg    1.5993e+01 +/-  3.35e+00
  prop_binY17_bin32_fmn    4.1128e-03 +/-  2.32e-01
  prop_binY17_bin32_fpl   -1.1562e-02 +/-  2.32e-01
  prop_binY17_bin32_gam   -1.0376e-02 +/-  2.32e-01
     prop_binY17_bin33    1.9043e-02 +/-  2.31e-01
     prop_binY17_bin34    2.4005e-02 +/-  2.31e-01
     prop_binY17_bin35   -1.1304e-01 +/-  2.31e-01
     prop_binY17_bin36    8.7202e-02 +/-  2.31e-01
     prop_binY17_bin37   -1.9152e-02 +/-  2.31e-01
     prop_binY17_bin38   -2.0328e-02 +/-  2.31e-01
     prop_binY17_bin39    1.6175e-01 +/-  2.28e-01
      prop_binY17_bin4    6.6119e-03 +/-  2.31e-01
  prop_binY17_bin40_LQint    0.0000e+00 +/-  2.32e-01
