
Attaching file multidimfit.root as _file0...
(TFile *) 0x2dd7370

  RooFitResult: minimized FCN value: -6.2747, estimated distance to minimum: 4.3433e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
     prop_binY17_bin84    1.6871e-04 +/-  1.84e-01
     prop_binY17_bin85    1.3944e-03 +/-  1.84e-01
     prop_binY17_bin86    1.4774e-03 +/-  1.84e-01
     prop_binY17_bin87   -2.0647e-03 +/-  1.84e-01
  prop_binY17_bin88_LQint    0.0000e+00 +/-  1.84e-01
  prop_binY17_bin88_LQpure    0.0000e+00 +/-  1.84e-01
  prop_binY17_bin88_alpha    3.0000e+00 +/-  1.27e+00
  prop_binY17_bin88_fmn    3.0019e+00 +/-  1.27e+00
  prop_binY17_bin88_fpl    2.9965e+00 +/-  1.26e+00
  prop_binY17_bin89_LQint    0.0000e+00 +/-  1.84e-01
  prop_binY17_bin89_LQpure    0.0000e+00 +/-  1.84e-01
  prop_binY17_bin89_alpha    2.8315e-04 +/-  1.84e-01
  prop_binY17_bin89_dy_gg    4.0025e+00 +/-  1.48e+00
  prop_binY17_bin89_fmn   -6.9687e-03 +/-  1.84e-01
  prop_binY17_bin89_fpl    9.3794e-03 +/-  1.84e-01
  prop_binY17_bin89_gam    2.0125e+00 +/-  1.03e+00
      prop_binY17_bin9    3.4681e-02 +/-  1.84e-01
     prop_binY17_bin90    8.9255e-03 +/-  1.84e-01
     prop_binY17_bin91   -2.3897e-03 +/-  1.84e-01
     prop_binY17_bin92    5.1109e-04 +/-  1.84e-01
     prop_binY17_bin93   -4.0378e-03 +/-  1.84e-01
     prop_binY17_bin94   -2.9942e-03 +/-  1.84e-01
  prop_binY17_bin95_LQint    0.0000e+00 +/-  1.84e-01
  prop_binY17_bin95_LQpure    0.0000e+00 +/-  1.84e-01
  prop_binY17_bin95_alpha    3.0000e+00 +/-  1.27e+00
  prop_binY17_bin95_fmn    2.9998e+00 +/-  1.27e+00
  prop_binY17_bin95_fpl    3.0013e+00 +/-  1.26e+00
      prop_binY18_bin0    8.0786e-01 +/-  1.80e-01
      prop_binY18_bin1   -2.1752e-01 +/-  1.82e-01
     prop_binY18_bin10   -2.7473e-01 +/-  1.84e-01
     prop_binY18_bin11    1.0906e-01 +/-  1.84e-01
     prop_binY18_bin12   -1.4184e-01 +/-  1.84e-01
     prop_binY18_bin13    9.9058e-02 +/-  1.84e-01
     prop_binY18_bin14    1.7080e-02 +/-  1.84e-01
     prop_binY18_bin15   -1.5979e-01 +/-  1.82e-01
  prop_binY18_bin16_LQint    0.0000e+00 +/-  1.84e-01
  prop_binY18_bin16_LQpure    0.0000e+00 +/-  1.84e-01
  prop_binY18_bin16_alpha   -7.6503e-04 +/-  1.84e-01
  prop_binY18_bin16_bk    5.9989e+00 +/-  1.35e+00
  prop_binY18_bin16_dy_gg    6.9803e+00 +/-  1.99e+00
  prop_binY18_bin16_fmn    3.4279e-02 +/-  1.84e-01
  prop_binY18_bin16_fpl   -6.2791e-02 +/-  1.84e-01
  prop_binY18_bin16_gam    2.7871e+01 +/-  4.11e+00
     prop_binY18_bin17   -2.7926e-01 +/-  1.83e-01
     prop_binY18_bin18   -3.7459e-02 +/-  1.84e-01
     prop_binY18_bin19    3.9796e-02 +/-  1.84e-01
      prop_binY18_bin2    2.7660e-01 +/-  1.84e-01
     prop_binY18_bin20   -2.2557e-03 +/-  1.84e-01
     prop_binY18_bin21    2.6506e-02 +/-  1.84e-01
     prop_binY18_bin22    1.0668e-01 +/-  1.84e-01
     prop_binY18_bin23    3.2623e-01 +/-  1.81e-01
  prop_binY18_bin24_LQint    0.0000e+00 +/-  1.84e-01
  prop_binY18_bin24_LQpure    1.0000e+00 +/-  7.11e-01
  prop_binY18_bin24_alpha    1.9002e+01 +/-  3.38e+00
  prop_binY18_bin24_dy_gg    2.0080e+00 +/-  1.02e+00
  prop_binY18_bin24_fmn    1.7902e+01 +/-  3.24e+00
  prop_binY18_bin24_fpl    1.8161e+01 +/-  3.22e+00
  prop_binY18_bin24_gam    2.0159e+00 +/-  1.03e+00
     prop_binY18_bin25    7.3151e-02 +/-  1.84e-01
     prop_binY18_bin26    7.5499e-02 +/-  1.84e-01
     prop_binY18_bin27    3.4942e-03 +/-  1.84e-01
     prop_binY18_bin28    8.8972e-03 +/-  1.84e-01
     prop_binY18_bin29   -6.9440e-02 +/-  1.84e-01
      prop_binY18_bin3   -1.7708e-01 +/-  1.84e-01
     prop_binY18_bin30   -3.4145e-02 +/-  1.84e-01
  prop_binY18_bin31_LQint    0.0000e+00 +/-  1.84e-01
  prop_binY18_bin31_LQpure    1.0000e+00 +/-  7.11e-01
  prop_binY18_bin31_alpha    1.8999e+01 +/-  3.38e+00
  prop_binY18_bin31_dy_gg    1.9964e+00 +/-  1.02e+00
  prop_binY18_bin31_fmn    1.8021e+01 +/-  3.29e+00
  prop_binY18_bin31_fpl    1.7846e+01 +/-  3.18e+00
  prop_binY18_bin31_gam    1.9929e+00 +/-  1.02e+00
     prop_binY18_bin32    1.6897e-01 +/-  1.82e-01
     prop_binY18_bin33   -2.3643e-01 +/-  1.84e-01
     prop_binY18_bin34    2.5472e-02 +/-  1.84e-01
     prop_binY18_bin35   -1.8967e-01 +/-  1.84e-01
     prop_binY18_bin36    9.5085e-02 +/-  1.84e-01
     prop_binY18_bin37   -7.9846e-03 +/-  1.84e-01
     prop_binY18_bin38    9.1554e-02 +/-  1.84e-01
     prop_binY18_bin39   -9.9970e-02 +/-  1.82e-01
      prop_binY18_bin4    1.4094e-01 +/-  1.84e-01
     prop_binY18_bin40   -1.9995e-01 +/-  1.83e-01
     prop_binY18_bin41    1.1714e-01 +/-  1.83e-01
     prop_binY18_bin42    3.5251e-02 +/-  1.84e-01
     prop_binY18_bin43   -4.0968e-02 +/-  1.84e-01
     prop_binY18_bin44    5.0783e-02 +/-  1.84e-01
     prop_binY18_bin45   -1.2802e-02 +/-  1.84e-01
     prop_binY18_bin46   -4.5305e-02 +/-  1.84e-01
     prop_binY18_bin47    1.4591e-01 +/-  1.84e-01
     prop_binY18_bin48    8.8899e-02 +/-  1.84e-01
     prop_binY18_bin49    7.3107e-02 +/-  1.84e-01
      prop_binY18_bin5   -2.6633e-01 +/-  1.84e-01
     prop_binY18_bin50    1.1512e-02 +/-  1.84e-01
     prop_binY18_bin51    5.4458e-03 +/-  1.84e-01
     prop_binY18_bin52    1.4974e-03 +/-  1.84e-01
     prop_binY18_bin53    2.3478e-03 +/-  1.84e-01
     prop_binY18_bin54   -1.8785e-02 +/-  1.84e-01
     prop_binY18_bin55   -4.9148e-02 +/-  1.84e-01
  prop_binY18_bin56_LQint    4.0000e+00 +/-  1.48e+00
  prop_binY18_bin56_LQpure    4.0000e+00 +/-  1.48e+00
  prop_binY18_bin56_alpha    1.8000e+01 +/-  3.29e+00
  prop_binY18_bin56_dy_gg    2.0015e+00 +/-  1.02e+00
  prop_binY18_bin56_fmn    1.7980e+01 +/-  3.27e+00
  prop_binY18_bin56_fpl    1.8028e+01 +/-  3.26e+00
     prop_binY18_bin57   -2.6411e-02 +/-  1.84e-01
     prop_binY18_bin58    4.3050e-02 +/-  1.84e-01
     prop_binY18_bin59    2.1011e-02 +/-  1.84e-01
      prop_binY18_bin6    2.1086e-01 +/-  1.83e-01
     prop_binY18_bin60   -1.8557e-02 +/-  1.84e-01
     prop_binY18_bin61   -1.8351e-02 +/-  1.84e-01
     prop_binY18_bin62    1.5797e-02 +/-  1.84e-01
  prop_binY18_bin63_LQint    4.0000e+00 +/-  1.48e+00
  prop_binY18_bin63_LQpure    4.0000e+00 +/-  1.48e+00
  prop_binY18_bin63_alpha    1.8000e+01 +/-  3.29e+00
  prop_binY18_bin63_dy_gg    1.9999e+00 +/-  1.02e+00
  prop_binY18_bin63_fmn    1.8001e+01 +/-  3.29e+00
  prop_binY18_bin63_fpl    1.7995e+01 +/-  3.26e+00
     prop_binY18_bin64    9.7451e-02 +/-  1.84e-01
     prop_binY18_bin65   -8.8297e-02 +/-  1.84e-01
     prop_binY18_bin66    8.5182e-03 +/-  1.84e-01
     prop_binY18_bin67   -6.6581e-03 +/-  1.84e-01
     prop_binY18_bin68    1.0025e-02 +/-  1.84e-01
     prop_binY18_bin69    1.8771e-03 +/-  1.84e-01
      prop_binY18_bin7   -7.0159e-01 +/-  1.81e-01
     prop_binY18_bin70    8.3787e-02 +/-  1.84e-01
     prop_binY18_bin71   -1.1294e-01 +/-  1.84e-01
     prop_binY18_bin72   -2.3006e-02 +/-  1.84e-01
  prop_binY18_bin73_LQint    0.0000e+00 +/-  1.84e-01
  prop_binY18_bin73_LQpure    0.0000e+00 +/-  1.84e-01
  prop_binY18_bin73_alpha   -3.0654e-04 +/-  1.84e-01
  prop_binY18_bin73_bk    1.8855e+00 +/-  9.52e-01
  prop_binY18_bin73_dy_gg    1.7993e+01 +/-  3.29e+00
  prop_binY18_bin73_fmn    7.8392e-03 +/-  1.84e-01
  prop_binY18_bin73_fpl   -1.3871e-02 +/-  1.84e-01
  prop_binY18_bin73_gam    1.9873e+00 +/-  1.02e+00
     prop_binY18_bin74    9.3187e-04 +/-  1.84e-01
     prop_binY18_bin75   -9.7500e-02 +/-  1.84e-01
     prop_binY18_bin76    7.7957e-02 +/-  1.84e-01
     prop_binY18_bin77    4.9241e-03 +/-  1.84e-01
     prop_binY18_bin78    4.6979e-02 +/-  1.84e-01
     prop_binY18_bin79    1.5682e-02 +/-  1.84e-01
      prop_binY18_bin8    3.5815e-01 +/-  1.81e-01
  prop_binY18_bin80_LQint    0.0000e+00 +/-  1.84e-01
  prop_binY18_bin80_LQpure    0.0000e+00 +/-  1.84e-01
  prop_binY18_bin80_alpha   -1.7572e-04 +/-  1.84e-01
  prop_binY18_bin80_bk    1.9351e+00 +/-  9.87e-01
  prop_binY18_bin80_dy_gg    3.9967e+00 +/-  1.48e+00
  prop_binY18_bin80_fmn    1.0268e-02 +/-  1.84e-01
  prop_binY18_bin80_fpl   -1.3969e-02 +/-  1.84e-01
  prop_binY18_bin80_gam    1.9612e+00 +/-  1.00e+00
  prop_binY18_bin81_LQint    0.0000e+00 +/-  1.84e-01
  prop_binY18_bin81_LQpure    0.0000e+00 +/-  1.84e-01
  prop_binY18_bin81_alpha   -2.1141e-04 +/-  1.84e-01
  prop_binY18_bin81_bk    1.9472e+00 +/-  9.83e-01
  prop_binY18_bin81_dy_gg    2.2994e+01 +/-  3.73e+00
  prop_binY18_bin81_fmn    5.6027e-03 +/-  1.84e-01
  prop_binY18_bin81_fpl   -8.5298e-03 +/-  1.84e-01
  prop_binY18_bin81_gam    1.9912e+00 +/-  1.02e+00
     prop_binY18_bin82    3.4532e-03 +/-  1.84e-01
     prop_binY18_bin83    6.8271e-03 +/-  1.84e-01
     prop_binY18_bin84   -3.8877e-03 +/-  1.84e-01
     prop_binY18_bin85    2.9565e-04 +/-  1.84e-01
     prop_binY18_bin86    2.1411e-02 +/-  1.84e-01
     prop_binY18_bin87    1.7459e-02 +/-  1.84e-01
  prop_binY18_bin88_LQint    2.0000e+00 +/-  1.02e+00
  prop_binY18_bin88_LQpure    2.0000e+00 +/-  1.02e+00
  prop_binY18_bin88_alpha    3.0002e+00 +/-  1.27e+00
  prop_binY18_bin88_fmn    2.9913e+00 +/-  1.26e+00
  prop_binY18_bin88_fpl    3.0117e+00 +/-  1.26e+00
     prop_binY18_bin89   -3.0338e-03 +/-  1.84e-01
      prop_binY18_bin9   -4.4002e-01 +/-  1.84e-01
     prop_binY18_bin90    1.0873e-02 +/-  1.84e-01
     prop_binY18_bin91   -5.1496e-03 +/-  1.84e-01
     prop_binY18_bin92    3.7370e-03 +/-  1.84e-01
     prop_binY18_bin93   -4.6036e-03 +/-  1.84e-01
     prop_binY18_bin94    2.5631e-03 +/-  1.84e-01
  prop_binY18_bin95_LQint    2.0000e+00 +/-  1.02e+00
  prop_binY18_bin95_LQpure    2.0000e+00 +/-  1.02e+00
  prop_binY18_bin95_alpha    3.0000e+00 +/-  1.27e+00
  prop_binY18_bin95_fmn    3.0004e+00 +/-  1.27e+00
  prop_binY18_bin95_fpl    2.9963e+00 +/-  1.26e+00
              ptrw1b16    0.0000e+00 +/-  1.84e-01
              ptrw1b17    0.0000e+00 +/-  1.84e-01
              ptrw1b18    0.0000e+00 +/-  1.84e-01
              ptrw2b16    0.0000e+00 +/-  1.84e-01
              ptrw2b17    0.0000e+00 +/-  1.84e-01
              ptrw2b18    0.0000e+00 +/-  1.84e-01
              ptrw3b16    0.0000e+00 +/-  1.84e-01
              ptrw3b17    0.0000e+00 +/-  1.84e-01
              ptrw3b18    0.0000e+00 +/-  1.84e-01
              ptrw4b16    0.0000e+00 +/-  1.84e-01
              ptrw4b17    0.0000e+00 +/-  1.84e-01
              ptrw4b18    0.0000e+00 +/-  1.84e-01
              ptrw5b16    0.0000e+00 +/-  1.84e-01
              ptrw5b17    0.0000e+00 +/-  1.84e-01
              ptrw5b18    0.0000e+00 +/-  1.84e-01
              ptrw6b16    0.0000e+00 +/-  1.84e-01
              ptrw6b17    0.0000e+00 +/-  1.84e-01
              ptrw6b18    0.0000e+00 +/-  1.84e-01
              ptrw7b16    0.0000e+00 +/-  1.84e-01
              ptrw7b17    0.0000e+00 +/-  1.84e-01
              ptrw7b18    0.0000e+00 +/-  1.84e-01
                   yLQ    0.0000e+00 +/-  7.48e+00

