
Attaching file multidimfit.root as _file0...
(TFile *) 0x3f605a0

  RooFitResult: minimized FCN value: -6.22881, estimated distance to minimum: 6.41269e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  prop_binY17_bin95_alpha    3.0000e+00 +/-  1.71e+00
  prop_binY17_bin95_fmn    2.9998e+00 +/-  1.71e+00
  prop_binY17_bin95_fpl    3.0016e+00 +/-  1.71e+00
      prop_binY18_bin0    8.0870e-01 +/-  6.83e-01
      prop_binY18_bin1   -2.2198e-01 +/-  8.09e-01
     prop_binY18_bin10   -2.7729e-01 +/-  9.34e-01
     prop_binY18_bin11    1.0784e-01 +/-  9.38e-01
     prop_binY18_bin12   -1.4193e-01 +/-  9.45e-01
     prop_binY18_bin13    9.0912e-02 +/-  9.40e-01
     prop_binY18_bin14    1.6362e-02 +/-  9.32e-01
     prop_binY18_bin15   -1.6769e-01 +/-  8.01e-01
  prop_binY18_bin16_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY18_bin16_LQpure    0.0000e+00 +/-  9.94e-01
  prop_binY18_bin16_alpha   -6.7508e-04 +/-  9.94e-01
  prop_binY18_bin16_bk    6.0041e+00 +/-  1.56e+00
  prop_binY18_bin16_dy_gg    6.9795e+00 +/-  2.61e+00
  prop_binY18_bin16_fmn    3.4050e-02 +/-  9.92e-01
  prop_binY18_bin16_fpl   -6.2878e-02 +/-  9.87e-01
  prop_binY18_bin16_gam    2.7874e+01 +/-  5.21e+00
     prop_binY18_bin17   -2.8296e-01 +/-  9.00e-01
     prop_binY18_bin18   -3.7271e-02 +/-  9.56e-01
     prop_binY18_bin19    4.0572e-02 +/-  9.39e-01
      prop_binY18_bin2    2.7017e-01 +/-  9.13e-01
     prop_binY18_bin20   -2.4950e-03 +/-  9.45e-01
     prop_binY18_bin21    2.2937e-02 +/-  9.58e-01
     prop_binY18_bin22    1.0906e-01 +/-  9.34e-01
     prop_binY18_bin23    3.3193e-01 +/-  7.28e-01
  prop_binY18_bin24_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY18_bin24_LQpure    1.0000e+00 +/-  9.89e-01
  prop_binY18_bin24_alpha    1.9002e+01 +/-  4.32e+00
  prop_binY18_bin24_dy_gg    2.0078e+00 +/-  1.40e+00
  prop_binY18_bin24_fmn    1.7908e+01 +/-  4.12e+00
  prop_binY18_bin24_fpl    1.8152e+01 +/-  4.06e+00
  prop_binY18_bin24_gam    2.0146e+00 +/-  1.40e+00
     prop_binY18_bin25    7.4095e-02 +/-  9.44e-01
     prop_binY18_bin26    7.4147e-02 +/-  9.53e-01
     prop_binY18_bin27    1.2721e-02 +/-  9.25e-01
     prop_binY18_bin28    1.8429e-02 +/-  9.35e-01
     prop_binY18_bin29   -7.2221e-02 +/-  9.59e-01
      prop_binY18_bin3   -1.7420e-01 +/-  9.32e-01
     prop_binY18_bin30   -3.2646e-02 +/-  9.56e-01
  prop_binY18_bin31_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY18_bin31_LQpure    1.0000e+00 +/-  9.89e-01
  prop_binY18_bin31_alpha    1.8999e+01 +/-  4.32e+00
  prop_binY18_bin31_dy_gg    1.9963e+00 +/-  1.40e+00
  prop_binY18_bin31_fmn    1.8020e+01 +/-  4.21e+00
  prop_binY18_bin31_fpl    1.7848e+01 +/-  4.00e+00
  prop_binY18_bin31_gam    1.9932e+00 +/-  1.39e+00
     prop_binY18_bin32    1.7409e-01 +/-  7.65e-01
     prop_binY18_bin33   -2.4402e-01 +/-  9.54e-01
     prop_binY18_bin34    2.2674e-02 +/-  9.85e-01
     prop_binY18_bin35   -1.9169e-01 +/-  9.62e-01
     prop_binY18_bin36    9.1757e-02 +/-  9.59e-01
     prop_binY18_bin37   -1.0307e-02 +/-  9.86e-01
     prop_binY18_bin38    8.3561e-02 +/-  9.57e-01
     prop_binY18_bin39   -9.7056e-02 +/-  7.95e-01
      prop_binY18_bin4    1.4360e-01 +/-  9.30e-01
     prop_binY18_bin40   -2.0056e-01 +/-  8.96e-01
     prop_binY18_bin41    1.1476e-01 +/-  8.78e-01
     prop_binY18_bin42    3.3691e-02 +/-  9.83e-01
     prop_binY18_bin43   -4.2973e-02 +/-  9.55e-01
     prop_binY18_bin44    4.7357e-02 +/-  9.60e-01
     prop_binY18_bin45   -1.5336e-02 +/-  9.86e-01
     prop_binY18_bin46   -4.7998e-02 +/-  9.33e-01
     prop_binY18_bin47    1.4595e-01 +/-  9.33e-01
     prop_binY18_bin48    8.6149e-02 +/-  9.63e-01
     prop_binY18_bin49    7.0680e-02 +/-  9.81e-01
      prop_binY18_bin5   -2.7197e-01 +/-  9.27e-01
     prop_binY18_bin50    1.1080e-02 +/-  9.82e-01
     prop_binY18_bin51    4.5621e-03 +/-  9.86e-01
     prop_binY18_bin52    3.0133e-04 +/-  9.87e-01
     prop_binY18_bin53    6.6701e-04 +/-  9.86e-01
     prop_binY18_bin54   -1.9498e-02 +/-  9.86e-01
     prop_binY18_bin55   -5.0525e-02 +/-  9.83e-01
  prop_binY18_bin56_LQint    4.0000e+00 +/-  1.98e+00
  prop_binY18_bin56_LQpure    4.0000e+00 +/-  1.98e+00
  prop_binY18_bin56_alpha    1.8000e+01 +/-  4.20e+00
  prop_binY18_bin56_dy_gg    2.0014e+00 +/-  1.40e+00
  prop_binY18_bin56_fmn    1.7982e+01 +/-  4.17e+00
  prop_binY18_bin56_fpl    1.8025e+01 +/-  4.15e+00
     prop_binY18_bin57   -2.7135e-02 +/-  9.75e-01
     prop_binY18_bin58    4.2576e-02 +/-  9.84e-01
     prop_binY18_bin59    2.2259e-02 +/-  9.85e-01
      prop_binY18_bin6    2.0307e-01 +/-  8.30e-01
     prop_binY18_bin60   -1.7884e-02 +/-  9.86e-01
     prop_binY18_bin61   -1.9279e-02 +/-  9.88e-01
     prop_binY18_bin62    1.4663e-02 +/-  9.84e-01
  prop_binY18_bin63_LQint    4.0000e+00 +/-  1.98e+00
  prop_binY18_bin63_LQpure    4.0000e+00 +/-  1.98e+00
  prop_binY18_bin63_alpha    1.8000e+01 +/-  4.20e+00
  prop_binY18_bin63_dy_gg    1.9999e+00 +/-  1.40e+00
  prop_binY18_bin63_fmn    1.8001e+01 +/-  4.20e+00
  prop_binY18_bin63_fpl    1.7994e+01 +/-  4.15e+00
     prop_binY18_bin64    9.3661e-02 +/-  9.64e-01
     prop_binY18_bin65   -9.3488e-02 +/-  9.60e-01
     prop_binY18_bin66    6.3140e-03 +/-  9.89e-01
     prop_binY18_bin67   -8.2971e-03 +/-  9.89e-01
     prop_binY18_bin68    8.0537e-03 +/-  9.89e-01
     prop_binY18_bin69   -6.4571e-04 +/-  9.90e-01
      prop_binY18_bin7   -7.0172e-01 +/-  7.04e-01
     prop_binY18_bin70    7.7118e-02 +/-  9.67e-01
     prop_binY18_bin71   -1.1490e-01 +/-  9.79e-01
     prop_binY18_bin72   -2.5548e-02 +/-  9.74e-01
  prop_binY18_bin73_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY18_bin73_LQpure    0.0000e+00 +/-  9.94e-01
  prop_binY18_bin73_alpha   -2.7892e-04 +/-  9.94e-01
  prop_binY18_bin73_bk    1.8831e+00 +/-  1.26e+00
  prop_binY18_bin73_dy_gg    1.7992e+01 +/-  4.20e+00
  prop_binY18_bin73_fmn    8.0347e-03 +/-  9.94e-01
  prop_binY18_bin73_fpl   -1.4304e-02 +/-  9.93e-01
  prop_binY18_bin73_gam    1.9872e+00 +/-  1.39e+00
     prop_binY18_bin74   -2.4391e-04 +/-  9.90e-01
     prop_binY18_bin75   -1.0027e-01 +/-  9.59e-01
     prop_binY18_bin76    7.3856e-02 +/-  9.60e-01
     prop_binY18_bin77    3.2627e-03 +/-  9.91e-01
     prop_binY18_bin78    4.3074e-02 +/-  9.70e-01
     prop_binY18_bin79    1.3357e-02 +/-  9.86e-01
      prop_binY18_bin8    3.5529e-01 +/-  7.23e-01
  prop_binY18_bin80_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY18_bin80_LQpure    0.0000e+00 +/-  9.94e-01
  prop_binY18_bin80_alpha   -1.5846e-04 +/-  9.94e-01
  prop_binY18_bin80_bk    1.9342e+00 +/-  1.33e+00
  prop_binY18_bin80_dy_gg    3.9965e+00 +/-  1.98e+00
  prop_binY18_bin80_fmn    1.0430e-02 +/-  9.94e-01
  prop_binY18_bin80_fpl   -1.4275e-02 +/-  9.93e-01
  prop_binY18_bin80_gam    1.9612e+00 +/-  1.36e+00
  prop_binY18_bin81_LQint    0.0000e+00 +/-  9.94e-01
  prop_binY18_bin81_LQpure    0.0000e+00 +/-  9.94e-01
  prop_binY18_bin81_alpha   -1.9902e-04 +/-  9.94e-01
  prop_binY18_bin81_bk    1.9442e+00 +/-  1.32e+00
  prop_binY18_bin81_dy_gg    2.2993e+01 +/-  4.75e+00
  prop_binY18_bin81_fmn    5.9344e-03 +/-  9.94e-01
  prop_binY18_bin81_fpl   -9.0942e-03 +/-  9.93e-01
  prop_binY18_bin81_gam    1.9908e+00 +/-  1.39e+00
     prop_binY18_bin82    3.0860e-03 +/-  9.91e-01
     prop_binY18_bin83    5.7189e-03 +/-  9.92e-01
     prop_binY18_bin84   -5.2899e-03 +/-  9.92e-01
     prop_binY18_bin85   -4.3603e-04 +/-  9.92e-01
     prop_binY18_bin86    1.8909e-02 +/-  9.82e-01
     prop_binY18_bin87    1.5437e-02 +/-  9.86e-01
  prop_binY18_bin88_LQint    2.0000e+00 +/-  1.40e+00
  prop_binY18_bin88_LQpure    2.0000e+00 +/-  1.40e+00
  prop_binY18_bin88_alpha    3.0001e+00 +/-  1.71e+00
  prop_binY18_bin88_fmn    2.9919e+00 +/-  1.70e+00
  prop_binY18_bin88_fpl    3.0110e+00 +/-  1.70e+00
     prop_binY18_bin89   -3.4882e-03 +/-  9.90e-01
      prop_binY18_bin9   -4.4464e-01 +/-  9.13e-01
     prop_binY18_bin90    1.0894e-02 +/-  9.91e-01
     prop_binY18_bin91   -5.1863e-03 +/-  9.92e-01
     prop_binY18_bin92    3.7355e-03 +/-  9.91e-01
     prop_binY18_bin93   -4.8000e-03 +/-  9.92e-01
     prop_binY18_bin94    2.4429e-03 +/-  9.91e-01
  prop_binY18_bin95_LQint    2.0000e+00 +/-  1.40e+00
  prop_binY18_bin95_LQpure    2.0000e+00 +/-  1.40e+00
  prop_binY18_bin95_alpha    3.0000e+00 +/-  1.71e+00
  prop_binY18_bin95_fmn    3.0005e+00 +/-  1.71e+00
  prop_binY18_bin95_fpl    2.9956e+00 +/-  1.70e+00
                   yLQ    0.0000e+00 +/-  7.77e-01

